Wigan,0,4,2322,0.17226528854435832
St Helens,0,3,1246,0.2407704654895666
Wigan,1,49,2322,2.1102497846683894
St Helens,1,10,1246,0.8025682182985553
Wigan,2,52,2322,2.239448751076658
St Helens,2,37,1246,2.9695024077046552
Wigan,3,329,2322,14.16881998277347
St Helens,3,141,1246,11.316211878009632
Wigan,4,539,2322,23.212747631352283
St Helens,4,253,1246,20.30497592295345
Wigan,5,1349,2322,58.096468561584835
St Helens,5,802,1246,64.36597110754414
